geolocation_sk,geo_hash,country,region,city,latitude,longitude,isp
414,352D1664224700AD137847311038F874F0B745F78B879156F91776ED48893A46,Germany,North Rhine-Westphalia,Bonn,50.730098724365234,7.05620002746582,Deutsche Telekom AG
415,E4389BBCFA626216B14AAC95C021A36515FE11F42EA9D44D9BD77D0D4269C395,Germany,North Rhine-Westphalia,Cologne,50.94990158081055,6.94890022277832,NetCologne Gesellschaft fur Telekommunikation mbH
416,0A6B094380C70E8D9991226362853282AEF536891AB6E6B3B8217D3ECA0AEE8B,Germany,North Rhine-Westphalia,Cologne,50.9557991027832,7.009300231933594,NetCologne Gesellschaft fur Telekommunikation mbH
417,CC318F700BC13CCC1294959945CBD07B37AE01A8E0EE4EB117B9ECAB2A814CF8,Germany,North Rhine-Westphalia,Cologne,50.96969985961914,7.005000114440918,NetCologne Gesellschaft fur Telekommunikation mbH
418,85D9E2EBBB53260DAC38E8ACF0BD132DB3FEBED2E9DA212148FCAE4F07BCEF63,Germany,North Rhine-Westphalia,Cologne,50.97800064086914,6.917200088500977,Universitaet zu Koeln
419,D8E789F6AAA434CAA4010854BEFBEFAB820F2DB598571BA4FA8DBBEE07EA96C8,Germany,North Rhine-Westphalia,Düsseldorf,51.222198486328125,6.778800010681152,Forcepoint UK Limited
420,6FA9D48DD2D4D8CB08A9D4CC468ED622CF907D4F7EC268E4C7292F3ED4469D00,Germany,North Rhine-Westphalia,Düsseldorf,51.230899810791016,6.825099945068359,Telefonica Germany
421,E06596B24FA774631266CCEAFEAB4623C3366857A786C1E3F4F34A91F431585D,Germany,North Rhine-Westphalia,Düsseldorf,51.24020004272461,6.819399833679199,Deutsche Telekom AG
422,E5BA5D33AE53941C66B41DF2D5E7EBE6CA33DEBD96C2A7CA131D0809EF8D87FF,Germany,North Rhine-Westphalia,Essen,51.444400787353516,7.01140022277832,Telefonica Germany
423,B554F3940D6C280397458221392F1E34095D15DC8D56CDB03BC5018A2AABB776,Germany,North Rhine-Westphalia,Gelsenkirchen,51.48619842529297,7.089799880981445,Telefonica Germany
424,DB8AD32A124A87F7D225C4B2F870D0836420902A443658BBED3583953A62BFF1,Germany,North Rhine-Westphalia,Kamen,51.58980178833008,7.663300037384033,Vodafone GmbH
425,DB6559AE7840B0915500D4FDADB519EFDF1698DFAA12403127BA281768E73DF0,Germany,North Rhine-Westphalia,Münster,51.984798431396484,7.649400234222412,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
426,1CE7C3349BE62090F4DDD7E97E9869C0AD8244CD606243DD431BBA8EA7769BF5,Germany,North Rhine-Westphalia,Neuss,51.193599700927734,6.684500217437744,Deutsche Telekom AG
427,DBD89021BAE56A160DFC26345B78F6AC0C446ABD609D34D05689E5A9D1BEA17A,Germany,North Rhine-Westphalia,Neuss,51.2041015625,6.692200183868408,Deutsche Telekom AG
428,F0582154488BB86CCD4BA699B2F81256CAA2B75892778C52E545F4565867E55E,Germany,North Rhine-Westphalia,Oberhausen,51.53990173339844,6.807700157165527,Deutsche Telekom AG
429,B9B8BBAC647F8BE58FD6E425BB44CA21F1071F3721D51007A5643968C211F7E8,Germany,North Rhine-Westphalia,Solingen,51.16619873046875,7.002200126647949,Vodafone GmbH
430,1C7AAD8451792E44C604B62FBAEC61B457F391811BCA7486A913E1623720C732,Germany,North Rhine-Westphalia,Solingen,51.188201904296875,7.073400020599365,Deutsche Telekom AG
431,1011BEE276B5B4F5BEECB97902C946C93C36A40DC43D9EE43094202BD24E4675,Germany,North Rhine-Westphalia,Unna,51.53559875488281,7.682700157165527,Deutsche Telekom AG
432,9423FD9888F3BB7C6D05B100D07BA1C8BE1C9449BE536BBCF80C6B4C48289A8F,Germany,North Rhine-Westphalia,Velbert,51.29800033569336,7.096199989318848,Vodafone GmbH
433,97B4D4275F5C1C67F9EBCAF7FF0C29D13299E22B328A543A4293676DFEEA44A7,Germany,North Rhine-Westphalia,Witten,51.429500579833984,7.329699993133545,Deutsche Telekom AG
434,279D48A93FD8F70DB8D5C64D1AAEF9BA66A5FC9711FDE52A5B3FB7941192F274,Germany,Rheinland-Pfalz,Bitburg,49.96590042114258,6.539400100708008,Deutsche Telekom AG
435,F6B4F8D2009C534370778A9E50D8B6AC221572CFBA9B28C661C3DA6CE3F1FB89,Germany,Rheinland-Pfalz,Koblenz,50.352699279785156,7.524499893188477,Deutsche Telekom AG
436,718D265C18BC20FD27E0B1F442DF4B34B581AA706178BBB8DD7E1E17DC64FE18,Germany,Saxony,Chemnitz,50.80540084838867,12.902600288391113,Deutsche Telekom AG
437,E9253DAD2A83053102B79A8610AAB7DBBC2A21012A87417CD2A937B811D107A3,Germany,Saxony,Chemnitz,50.83509826660156,12.922200202941895,Deutsche Telekom AG
438,874894ADA890256B77566CFE82EF605FEA3488686422A609892B7532864D9B75,Germany,Saxony,Colditz,51.12929916381836,12.80150032043457,Envia Tel GmbH
439,7AD185D11A3CD82A34B0E4F7096F9987DAFA49868D30BC0F8DC60C3D2B9A59F5,Germany,Saxony,Dresden,51.05400085449219,13.74470043182373,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
440,4436C9F6256A567C0A500CE76771EBCBCDC53C41BB2E7DE57BE61D3A944D886C,Germany,Saxony,Dresden,51.07429885864258,13.672499656677246,Deutsche Telekom AG
441,A399C91BE7FEBC778D59CE2C000384486E0F3D0FDEE3D0F47AE3CC4546BBB56A,Germany,Saxony,Falkenstein,50.477699279785156,12.364899635314941,Hetzner Online GmbH
442,A9FD7CF111124B4C83EA1D12E7EC97DFB9DD79D465B0EDA54FCE1AF9D5D35DFA,Germany,Saxony,Leipzig,51.329898834228516,12.421299934387207,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
443,40B6A983CCBBAC203E3FE564CADD4353A78E7D20834A01B7A26308D60028A6B4,Germany,Saxony,Leipzig,51.36709976196289,12.381699562072754,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
444,30168B1E633EDE84095B2C7F2DF1901354636F4322E28C09F585F893FF3EA0B0,Germany,Saxony,Lunzenau,50.96649932861328,12.757699966430664,Deutsche Telekom AG
445,AA78AB14368159EA1E139B5E94C9271484123F3EF1EF94219B40242415196B2A,Germany,Saxony,Muldenhammer,50.445499420166016,12.508899688720703,Vodafone GmbH
446,565A77D6F0460ECFDC9E89CF7A489DF7ECF7C32F739F15E93B7DC609BAAFB85A,Germany,Saxony-Anhalt,Halle,51.4724006652832,11.957200050354004,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
447,BA85C7E3B3C6AAC742222A69230A467C57068A2FC2CE9A94809EA3E7EE2BF317,Germany,Schleswig-Holstein,Elmenhorst,53.766300201416016,10.270099639892578,Vereinigte Stadtwerke Media GmbH
448,F5CA7E7C56EF2460D7297E8F3236C3D8F02B03E150557E254E7F510A1ADCF7CA,Germany,Schleswig-Holstein,Laboe,54.402400970458984,10.211999893188477,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
449,EF43714D1811FF88C30EA21D0D73D7ADF24BBF8B02F92E2DA4FC01DF94BF92ED,Germany,Schleswig-Holstein,Lübeck,53.863800048828125,10.650799751281738,Vodafone GmbH
450,DB9E8F3CB25C09165DF8EB68E06D3E8122FC6DF6DB06C243B8E2B512C936C88C,Germany,Schleswig-Holstein,Ratzeburg,53.70240020751953,10.768199920654297,Deutsche Telekom AG
451,CD2596FAC423EA78463218FD6E679B945296F3C2B3A04D07005D4ED4272E5852,Germany,State of Berlin,Berlin,52.44279861450195,13.307499885559082,Vodafone GmbH
452,C062199B6B2C2195BD9AE6EFCFEE4E59B78C071DE0E6B2D9BDE2E7D652014E91,Germany,State of Berlin,Berlin,52.48910140991211,13.42959976196289,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
453,31E09B6CA0AD552FCD0C3AE3B57719B67F7A0AFF5743AF8A3B67A510288C33FB,Germany,State of Berlin,Berlin,52.542198181152344,13.349499702453613,Vodafone GmbH
454,653427EBBE3EE2715B4A93DC6F3089E43CB1BDAC445CD2AAE0B34BE221AFC973,Germany,State of Berlin,Berlin,52.54600143432617,13.205400466918945,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
455,6BA4A575F67AFB32391643D7B54352738BA7F73A747CC89C888D6D6BCF3A3F35,Germany,State of Berlin,Berlin,52.554901123046875,13.464500427246094,Deutsche Telekom AG
456,8E5CEB74FBE983F947811302D191FB5782239CD069E7718C91163E6D41DC843B,Germany,Thuringia,Brehme,51.49639892578125,10.354399681091309,"Gesellschaft fuer wissenschaftliche Datenverarbeitung mbH, Goettingen"
457,2B96CABAAFE5E1C52E8E62FE3892D938FE95B859E0387AC986C58583ED28EB82,Germany,Thuringia,Zeulenroda-Triebes,50.6515007019043,11.979399681091309,Vodafone GmbH
458,36F4D16B823D97A25E8D423CBA16864C1AB28B2FF59B06D56583E55FF1C83822,Germany,Unknown,Unknown,51.29930114746094,9.491000175476074,WIIT AG
459,1E962C9DC0F2A060768E20A503DA4405588AFA03EBE1FDADA6B2515C3DD75343,Ghana,Greater Accra Region,Accra,5.554500102996826,-0.19020000100135803,Ghana Telecommunications Company Limited
460,0D9F18D70410FA1089DF2E3174AE7221C2FC3E945A138924BF43D995045BF4F5,Greece,Attica,Athens,37.98419952392578,23.735300064086914,Vodafone-panafon Hellenic Telecommunications Company SA
461,5480BDD5127BF84D413891FAC03D2613051EAD7BE590FBBF58D7D72FD91648F4,Greece,Epirus,Arta,39.15909957885742,20.981800079345703,OTEnet S.A.
462,782ECD19AC2BF00DAA9D37B14DB7F51E529FB9951B4B1B2AA98FBE1E408C95D1,Greece,Epirus,Ioannina,39.667198181152344,20.859899520874023,OTEnet S.A.
463,35659E4544486A695EFEC4E062724624FAAF827F6E558CC466A3AA2B78C11D4B,Greece,Peloponnese,Nafplion,37.559600830078125,22.808399200439453,OTEnet S.A.
464,C6C8873A031DA2E72258DA848DA9A41571071C3CE998F3BC5C01DA7AA48E1448,Greece,South Aegean,Kos,36.89580154418945,27.288000106811523,Nova Telecommunications & Media Single Member S.A
465,16A4AD5E69AC0C0989B15145D1F5858F952F087EA5C176A6FA121595CCE30EB9,Guatemala,Guatemala,Guatemala City,14.641900062561035,-90.51329803466797,"TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA"
466,4E5B7F11CF04C8457BE2C9F3AAB6FD7FEC35125632978A48F6FC50B62DB19BE9,Honduras,Francisco Morazán Department,Olanchito,13.75220012664795,-87.45079803466797,"LIBERTY NETWORKS HONDURAS, SOCIEDAD DE RESPONSABILIDAD LIMITADA"
467,2A520A0A72BEF99D713F0FCD641441EC471E2148DD62D2F0E93208B5AFD0D317,Honduras,Francisco Morazán Department,Tegucigalpa,14.082799911499023,-87.2041015625,Telefonica Celular S.A
468,0C5A69A742C0F5F7DAF7F1EFF6C276347B2094F7B8C62A3389EA814EB4A166C0,Hong Kong,Unknown,Kowloon,22.316299438476562,114.18419647216797,HKBN Enterprise Solutions HK Limited
469,24C1279B674F2F81CA1060BD6CA3CD86E75A179CAFB3215F0E12DE14698B2A73,Hong Kong,Unknown,Unknown,22.25779914855957,114.16570281982422,Unknown
470,E76282B4A6F91681AC6752E3D41B7C03FEF849CDC3ADDB3A4BA103AEAE09A181,Hong Kong,Yau Tsim Mong District,Unknown,22.315099716186523,114.17430114746094,HKT Limited
471,52B578B0D64389B84C0588564BB6FDFF9A01F4DD3A1ED93EC89AB65442ADFCD7,Hungary,Baranya,Pécs,46.09109878540039,18.23259925842285,DIGI Tavkozlesi es Szolgaltato Kft.
472,6D7BFC7D5B718B153F64AE56C247DA9DC23808F6448809E6AD1D50468EDDD900,Hungary,Bekes County,Gyomaendrod,46.93450164794922,20.839000701904297,Magyar Telekom Plc.
473,50BF628CED69E28C6613FDCF86424D4ED789D9F09C41693921BC8852AE35DFDD,Hungary,Budapest,Budapest,47.5,19.041200637817383,T-Mobile Czech Republic a.s.
474,8D97593D3BEB479F4836A527BF6F469E43E05C05EEB66CAC2076D729228E73EA,Hungary,Szabolcs-Szatmár-Bereg,Nyíregyháza,47.957298278808594,21.715099334716797,Giganet Internet Szolgaltato Kft
475,6E4A1394676B71039AE7C99A0FAD621573F65D1C3F5AAD1CC4DA23F1224CBC40,Iceland,Unknown,Unknown,65.0,-18.0,Mila hf
476,01D83DD46B4EF531BA251F92A1E28DF5A6D9C2E40E7235427995AB123314B297,India,Andhra Pradesh,Vijayawada,16.503299713134766,80.64649963378906,National Internet Backbone
477,06B34B630B74C8CCC9F428D65D29BFC96F41B2ACC6C57C48BCAB0C8C1CEE5F87,India,Bihar,Katihar,25.540599822998047,87.56670379638672,National Internet Backbone
478,2A839614EAEC67A18B5F5B951CBC3E966837345E5DE142EBED450DB4B7F26F8F,India,Bihar,Pataliputra Housing Colony,25.626800537109375,85.10710144042969,National Internet Backbone
479,1B81C6B841601C0FCB339D6012D5326D8B2349D1BF4F0B10D2D0216DA26F45B9,India,Gujarat,Ahmedabad,23.027599334716797,72.58709716796875,National Internet Backbone
480,395CB63553FE24B0D995E3F80FDC8CF868FD979A53D0DAC32974FC5E97CDF7B5,India,Gujarat,Bilimora,20.7721004486084,72.95790100097656,National Internet Backbone
481,512F92C7A13E9321758F10D95A51F03EEE16673A1932F696E88657AD66C0C115,India,Gujarat,Vadodara,22.300800323486328,73.20429992675781,National Internet Backbone
482,A319918CAE591CD19BFE332BD3AF752FAE8FC80C585F29B31BDEBFE71755E15B,India,Haryana,Pinjaur,30.79829978942871,76.92289733886719,National Internet Backbone
483,AA42FC1D148A4ECEA5F8F0512BAE1D2DF3038F97A53AAC17E6F6D7C011591ACF,India,Karnataka,Bengaluru,12.975299835205078,77.59100341796875,SHYAM SPECTRA PVT LTD
484,33FEB864E51576272F14FC136A5B4214C9373B7A76A0DAE4D52E9B11BB2FA18C,India,Karnataka,Mysuru,12.29889965057373,76.63939666748047,National Internet Backbone
485,99650CC360CA3402E5B7A516CC43E209DC168C3133F158DC8998F29D6C49ABF2,India,Kerala,Alappuzha,9.489700317382812,76.32230377197266,National Internet Backbone
486,52E6AC39B1E14F1A4B29A0933E74CD599BA5730F1D1117C701525F5BABBB0871,India,Kerala,Thiruvananthapuram,8.483200073242188,76.94580078125,National Internet Backbone
487,6DBF7873DC91B2653FDA33E62DF4C5CBDF0C6A7DFFDFF19C6190D6557FCCCB62,India,Kerala,Thrissur,10.515999794006348,76.2156982421875,Cable ISP in India
488,749EDBD4A5C37EE10A5DF742E4599C4BE22B55ED6DA892F69DBB6FBB9D0DA392,India,Maharashtra,Mumbai,19.074800491333008,72.8855972290039,Google LLC
489,9B48C644DD08AF0BDCD95229EFCAB0CA96874A6A8CCE83FD22BC3602066F3749,India,Maharashtra,Nashik,20.002399444580078,73.79450225830078,National Internet Backbone
490,82CF85562ED899E1E993B541059EC5FB3ED5F2EF21E9BD445A512F15636469B9,India,National Capital Territory of Delhi,New Delhi,28.632699966430664,77.21980285644531,NKN Core Network
491,E0E135BEBC4976FF4DD5F3AC644627D42FBEF1F54478187E67773F54EE4B321A,India,Odisha,Bhubaneswar,20.270599365234375,85.8333969116211,National Internet Backbone
492,E7D673E384DF94B24CF87CB19C190739DD447B5AD120907E1B01547F1B586890,India,Odisha,Narayanapur,18.884199142456055,84.1885986328125,National Internet Backbone
493,05E4DA42516831ACB8AE67ABCC156DDF3E19B2A757CE5C79C9637644B544C337,India,Rajasthan,Jaipur,26.91360092163086,75.78579711914062,Reliance Communications Ltd.DAKC MUMBAI
494,36570F66DA3B244A31AEC76D8E03B70E4040CC7ADDE8C916242B43FB0A3C653A,India,Rajasthan,Jodhpur,26.26919937133789,73.00900268554688,National Internet Backbone
495,3B9DD6D23A477F292F4A129CCE70DCEA7589CD4CB51C85639623E240F9A9C96E,India,Tamil Nadu,Arani,13.334199905395508,80.0824966430664,National Internet Backbone
496,837689CA00E0130309CE246DEBDE9449449770F9E2E507AF2D6CBCB6EC167A8F,India,Tamil Nadu,Chennai,13.089500427246094,80.2739028930664,National Internet Backbone
497,7A295B8E1386BB5608C215DE3AAC73C9F836F3F83C4DA622054D0044DDD15C63,India,Tamil Nadu,Tirunelveli,8.72719955444336,77.68699645996094,National Internet Backbone
498,CAAB134703989AB6CADA172373CA3E08ED516AE4ECF166BE86824364D085D949,India,Tamil Nadu,Unknown,11.22029972076416,78.16629791259766,National Internet Backbone
499,BA2DD5B688F5A294A04C03ACE45D98CE61B7C03688967C7A31C157D82267CCBF,India,Telangana,Bachupally,17.53499984741211,78.3740005493164,"Bharti Airtel Ltd., Telemedia Services"
500,6E25547E9DF8631B1BFEF1E4C3E3D72FFCE9AD1B8DA63845B7EB33361D5B297A,India,Telangana,Hyderabad,17.384300231933594,78.45829772949219,"Bharti Airtel Ltd., Telemedia Services"
501,4DA134B0C8AF5444FC3EBEE5E88FF601D54E204A5052B342B839144C824C00C9,India,Unknown,Unknown,21.997400283813477,79.0010986328125,Vodafone Idea Ltd
502,62CE8258AD8A8CB1B6B2195546852CB798C8EFB5E73F85451CBCE69A18F33869,India,Uttar Pradesh,Mathura,27.498699188232422,77.66690063476562,National Internet Backbone
503,3866AE984BC35C9F0C319219A78B1E2D1B7DA3488B259D454E9407300912616D,Indonesia,Bali,Denpasar,-8.668299674987793,115.22090148925781,PT Telekomunikasi Indonesia
504,93D51180C90B1E8AF4E362AA602E792070CE7BB950FAC5E616B3B14D706661AD,Indonesia,Banten,South Tangerang,-6.287600040435791,106.72200012207031,PT Telekomunikasi Indonesia
505,D244A1084973DC7F2559AE37419E6E58724A1326242074D31AFC6D8268CE8156,Indonesia,Banten,Tangerang,-6.283299922943115,106.64640045166016,PT Telekomunikasi Indonesia
506,3F09BB9F9D57E0CA66D89F9F578CE36889DFDD6FB256E9182341A02B66E045A2,Indonesia,Banten,Tangerang,-6.177000045776367,106.62840270996094,PT Cyberindo Aditama
507,F808F8DFB24EEBD089C79D714C4F650E509839964DD0C78F3C4BEC680A023F1E,Indonesia,Banten,Tangerang,-6.171599864959717,106.52649688720703,PT Telekomunikasi Indonesia
508,D44B840336646039E4E4B9025447345352E387DF791BE6E3BC274B79F8E0F8FE,Indonesia,East Java,Surabaya,-7.237599849700928,112.76300048828125,PT Telekomunikasi Indonesia
509,E6EAE94EFD9545F7DFA0BF70D335FF33C06D183B0336EC11BCA2AEBC13ED78EC,Indonesia,Jakarta,West Jakarta,-6.167699813842773,106.78089904785156,PT Telekomunikasi Indonesia
510,3CFE751A748257A7657D9007ADF65E0314C58CF0CAE9C882341906D96AF2A10E,Indonesia,South Kalimantan,Banjarmasin,-3.28439998626709,114.56310272216797,PT Telekomunikasi Indonesia
511,2ED319A3BFB222BF55BBC7432C7FBCF5BEE86BE16C4499EF42DBCBA41E095D8C,Indonesia,Unknown,Unknown,-6.175000190734863,106.82859802246094,Unknown
512,B48E71E7492D0F50464C3D88C3D33AB27234BE78CBC67BD40E7876BAC1C74653,Indonesia,West Java,Bandung,-6.920199871063232,107.6083984375,PT Telekomunikasi Indonesia
513,713577E5789E89E0DBB4B1FA81E99119908C65B9C07FC4CA3F415BD34056077B,Indonesia,West Java,Bekasi,-6.280799865722656,106.9834976196289,PT Telekomunikasi Indonesia
514,1D27B5982EC71C757BD6CFC36BE21BE8BB44E638C8A89E459DD27C04E9D6695F,Indonesia,Yogyakarta,Yogyakarta,-7.824100017547607,110.39399719238281,PT Telekomunikasi Indonesia
515,4587DCF87D71E97A2CE14B88D97B88EC73ABE30A4B0DAD11B7FB7AACF412DC6F,Iran,Unknown,Unknown,35.698001861572266,51.4114990234375,Unknown
516,D4DDEA0314CB543B1A85A11DF7A873ACED8701DA183EC5665804A3563BFAB708,Iraq,Karbala Governorate,Karbala,32.62110137939453,44.028099060058594,"ScopeSky for communications, internet and technology services LLC"
517,8CE61DC33741455215980A61230A2A561BE05545A4A44213847B36472F4E2A60,Ireland,Leinster,Dublin,53.33539962768555,-6.251999855041504,Yahoo-UK Limited
518,6293F95371547F78470F0CB90235097034C6C036F3168BF9B1E0377A4D355145,Ireland,Leinster,Dublin,53.362701416015625,-6.2342000007629395,Asiera Technology Services Clg
519,784994FE6FCF4C0B1485472041378807682EDEE066B2DDDA04E3A7EA0FC72E99,Ireland,Leinster,Dundalk,53.99570083618164,-6.424900054931641,Adelphi Net1 Ltd
520,299E2D050F91980EEF5380FAA02FC1CDACFABB08AC4378AA83D1B385123AF066,Ireland,Unknown,Unknown,53.347198486328125,-6.243899822235107,Virgin Media Ireland Limited
521,F0D105E40B28B5B10EBB90C659A39992E6BBE81E4EC3C2A2B5C842360E9A564E,Israel,Central District,Petah Tikva,32.08760070800781,34.8739013671875,Bezeq International Ltd.
522,025E2661B741A836BFD83CEFD0B8C2D82EA391B86DABB0DE45CD996665BDB580,Israel,Northern District,Jish,33.02470016479492,35.450599670410156,Bezeq International Ltd.
523,900DF5CA6FF369BCABAF81D3BDC30368EBD08BA3B85ED6B8361C78217E492B4E,Israel,Tel Aviv,Kiryat Ono,32.064998626708984,34.8577995300293,Bezeq International Ltd.
524,94AE053B2E20693416D4D3E01C71E8C2484E1F09FBB37A3A1E9F9CA3241A9934,Israel,Tel Aviv,Ramat Gan,32.08209991455078,34.812198638916016,Partner Communications Ltd.
525,3E3B1B5D01B38D061898B93FA02CE5F28AB8550984A72E47B58DCF2B629102A2,Israel,Tel Aviv,Tel Aviv,32.08039855957031,34.78070068359375,Partner Communications Ltd.
526,F783FD3D13184FEC4F494A295536E1DB62AFE49ABA92AF0E7CB0F59380881650,Italy,Campania,Casal di Principe,41.011199951171875,14.131600379943848,TIM
527,6E5A5B26B1AA64FD1E1B0AE33406EC06252A394F54AD0491F5BA74E865983202,Italy,Campania,Marigliano,40.92509841918945,14.458000183105469,Wind Tre S.p.A.
528,7AB7411567D4620DA25217186EE6D6B2B1B28C8B40CE0AE05A80D56C434DF048,Italy,Campania,Naples,40.84489822387695,14.271599769592285,Fastweb
529,5617106A70C6BDB24869CD361A115A438AFCE92C60D40DA628885F61530C1C9F,Italy,Emilia-Romagna,Bologna,44.48469924926758,11.32800006866455,Wind Tre S.p.A.
530,2578FA1E0AD90E36B623E74F443F108F00194627B05B673E88AB2B8C76AECEE6,Italy,Emilia-Romagna,Ferrara,44.84400177001953,11.632699966430664,Consortium GARR
531,D00ED7590A2F0B64660E08B0E7C09126CE9156B29FA4FC511328A2A2268F700D,Italy,Friuli Venezia Giulia,Fagagna,46.104400634765625,13.096099853515625,S.T. S.r.l.
532,26E8E1BEA8299B602F91545A9657271B256800896525BFE5FE23296F7CA762DA,Italy,Lazio,Rome,41.890499114990234,12.512700080871582,TIM
533,D9AFAA9A1A182386037122155B75CDFFB3E42024D7BFF8B0ED76A8E3F9C489E4,Italy,Lombardy,Brescia,45.533599853515625,10.219400405883789,Wind Tre S.p.A.
534,2D485AED4E59F0FCBD90E1D5F34DFACAE47EFA87AEBD6B8822AC77189323DC6C,Italy,Lombardy,Como,45.80870056152344,9.087200164794922,TIM
535,9D9E91F7D2956D84B242B01E6500154A15FE04ACEE314A18B13B55D8AE76635B,Italy,Lombardy,Milan,45.472198486328125,9.19219970703125,Wind Tre S.p.A.
536,08274FA0BF75D19B7FC1E034B89F902BB7E41592B1395CB30A0D4EAD67DFCD91,Italy,Lombardy,Pavia,45.197601318359375,9.15779972076416,Consortium GARR
537,544A2D1C8616CED6D727D3B3E145CE9ADC5746C874BB79D7406D1532A1848D79,Italy,Lombardy,Tromello,45.206600189208984,8.875100135803223,Fastweb
538,986E965A8AC8B4A6425CB40792F2BBF5815F9D70A36D32094B29C68732BE3F34,Italy,Piedmont,Leinì,45.18080139160156,7.716599941253662,TIM
539,F56FE61E52F381C989C9922262BCC2A5A637175344FBD4F7A0E28BDB62D31D8F,Italy,Piedmont,Turin,45.072898864746094,7.689000129699707,Wind Tre S.p.A.
540,3D4E4B67B60D720264721C45B7D31A775F035694528D1DFDC889DA6505E2C93B,Italy,Sardinia,Cagliari,39.230201721191406,9.121000289916992,Tiscali SpA
541,949C588A2D3E0A717E40C5F11002E221071E3052813B2B5D803493AF120AD3BD,Italy,Sicily,Palermo,38.11989974975586,13.367899894714355,Melbikomas UAB
542,3B48DBEE2109B76FBA5B45ADEF45A36269B25EA1F2BD0CA80D80B21F47E2A1D1,Italy,Sicily,Palermo,38.13019943237305,13.329000473022461,Fastweb
543,822A9DD063E98F328AC763373AA49340717EF17AE9846993EC4156FA988E8B1C,Italy,Sicily,Patti,38.144798278808594,14.96049976348877,TIM
544,75B346FD6956E929460D8AC44FE9F7C2B7833EEAA30B21327A1F1215543D29A8,Italy,Trentino-Alto Adige,Bolzano,46.48870086669922,11.339400291442871,Retelit Digital Services S.p.A.
545,9FB199727CD1811295834197D78347F9FB57FFFE842838E54FB9BEFA5065D410,Italy,Tuscany,Florence,43.782501220703125,11.25160026550293,Enegan S.p.A.
546,78791F21A0A1B1D0BAC35C22FEF3A9C03C4721B292201BB240CE1A5602E353F2,Italy,Tuscany,Piombino,42.92179870605469,10.523699760437012,Consortium GARR
547,06C87BFD2004E1BE4F13FDA0668EA06E94E6164F74A6EFC4BE74EDAF99AAB17B,Italy,Unknown,Unknown,43.14789962768555,12.109700202941895,TIM
548,509BC7E4B9FC223553FC05052769ADD1C9DF505FE1AAFB2614DC246E0AC243C5,Italy,Veneto,Bassano del Grappa,45.7666015625,11.730899810791016,Consortium GARR
549,275E23B86E852D8069163BE76F0ACC263ECB5F2FF214776D5FC401DE29BCC41F,Italy,Veneto,Oderzo,45.781898498535156,12.496999740600586,S.T. S.r.l.
550,D75FB04A7B2AE6931752A3B52B950B77028916E40663FED976BDAE9F55F4EC3D,Ivory Coast,Abidjan Autonomous District,Abidjan,5.353600025177002,-4.001200199127197,Orange Côte d'Ivoire
551,707DB71250105FD95F7EC13469F8CA9FF82354162E63D25146B1314E0D98E3F1,Jamaica,Kingston,Kingston,18.00279998779297,-76.78970336914062,FLOW
552,45AF113C3EC5FD291627ABC9FD2F855E28AA77DCF808275BF31655DCB73CAFED,Jamaica,Saint Catherine Parish,Old Harbour,17.9414005279541,-77.10900115966797,FLOW
553,40A85BA949C84A96FAF2DDCC67E98A3747A9F4D85DC1442C3A1409237827AB3E,Jamaica,Unknown,Unknown,18.16670036315918,-77.25,Cable & Wireless Jamaica
554,9A0634640C5E89BBEE83291B1BBA81DD1AA562CCF26AC29A100FBF26B2412B60,Japan,Aichi,Ichinomiya,35.30820083618164,136.80239868164062,Sony Network Communications Inc.
555,439C9C256DE9660AB720A4FE93A32F21E8DDB1EDAEBE6C9E5659044A1C603831,Japan,Chiba,Ichikawa,35.72330093383789,139.91319274902344,"NTT DOCOMO BUSINESS,Inc."
556,8072E3A4D0379D57EFB7707A021F60620D26FA261EB10821AE58DB8AEE0377B6,Japan,Ehime,Matsuyama,33.83649826049805,132.74200439453125,"STNet, Incorporated"
557,62A14178D22DC9730180BAA3630C5668F7D5B4B5DA6858F63227B183E5A028C3,Japan,Fukushima,Iwaki,37.05160140991211,140.88160705566406,"NTT DOCOMO BUSINESS,Inc."
558,FEFFEC8E08FC9A814D23DDC3863EBF1B66A590A27447824AB1EBAA9BD9D1C5AD,Japan,Hyogo,Kobe,34.69219970703125,135.1815948486328,Asahi Net
559,C3B131AD512A61CEBE1AE50F5E393E34F820125E63407B2C7F7DC89076B4CFFD,Japan,Kanagawa,Fujisawa,35.363800048828125,139.47630310058594,"NTT DOCOMO BUSINESS,Inc."
560,B019BB9674BFBDF624FFE0EF10579E4948EFF3F522C9CFDF13448A956148A830,Japan,Kanagawa,Mutsura,35.32659912109375,139.6123046875,"JCOM Co., Ltd."
561,EF03D7A8C054C574ECA95F68D4CFF21A9A0647282BB317CE070657256D7B2C3C,Japan,Kanagawa,Sagamiono,35.54779815673828,139.43389892578125,"JCOM Co., Ltd."
